name,brand,price,cpu,gpu,ram_gb,storage_gb,storage_type,display_inch,resolution,weight_kg,os,rating,review_count,url,scraped_at,source
"Dell XPS 15, mit 13.3 Zoll Display, Intel Core i5-1335U Prozessor, 32 GB RAM, 256 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",Dell,1382.43,Intel Core i5-1335U,AMD Radeon RX 6600M,32,256,SSD,13.3,1920x1080,1.35,Windows 11 Home,4.6,833,,2026-06-15,synthetic
"Apple MacBook Air 13"", mit 16.0 Zoll Display, Apple M2 Prozessor, 64 GB RAM, 128 GB SSD, Apple GPU (10-core), macOS",Apple,1999.11,Apple M2,Apple GPU (10-core),64,128,SSD,16.0,2560x1600,1.9,macOS,4.7,513,,2026-06-15,synthetic
"Dell Inspiron 15, mit 17.3 Zoll Display, Intel Core i9-13900H Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Dell,1703.74,Intel Core i9-13900H,NVIDIA GeForce RTX 4050,16,256,SSD,17.3,1920x1080,2.32,Windows 11 Home,4.1,307,,2026-06-15,synthetic
"Asus ZenBook 14, mit 14.0 Zoll Display, Intel Core i5-1335U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Asus,1509.68,Intel Core i5-1335U,NVIDIA GeForce RTX 3060,16,512,SSD,14.0,1920x1080,2.35,Windows 11 Home,4.8,818,,2026-06-15,synthetic
"Apple MacBook Air 15"", mit 14.2 Zoll Display, Apple M3 Pro Prozessor, 16 GB RAM, 512 GB SSD, Apple GPU (18-core), macOS",Apple,1484.89,Apple M3 Pro,Apple GPU (18-core),16,512,SSD,14.2,3024x1964,1.79,macOS,4.0,331,,2026-06-15,synthetic
"Apple MacBook Air 15"", mit 13.6 Zoll Display, Apple M2 Prozessor, 16 GB RAM, 1024 GB SSD, Apple GPU (18-core), macOS",Apple,1458.43,Apple M2,Apple GPU (18-core),16,1024,SSD,13.6,2560x1664,3.14,macOS,3.9,677,,2026-06-15,synthetic
"Apple MacBook Pro 14"", mit 13.6 Zoll Display, Apple M2 Pro Prozessor, 16 GB RAM, 1024 GB SSD, Apple GPU (18-core), macOS",Apple,1830.43,Apple M2 Pro,Apple GPU (18-core),16,1024,SSD,13.6,2560x1664,1.31,macOS,4.5,830,,2026-06-15,synthetic
"Lenovo ThinkPad E14, mit 14.2 Zoll Display, Intel Core i7-1355U Prozessor, 32 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Pro",Lenovo,1983.24,Intel Core i7-1355U,NVIDIA GeForce RTX 4060,32,2048,SSD,14.2,3024x1964,1.3,Windows 11 Pro,3.8,62,,2026-06-15,synthetic
"Lenovo ThinkPad X1 Carbon, mit 13.6 Zoll Display, Intel Core i3-1215U Prozessor, 8 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4050, Linux",Lenovo,955.19,Intel Core i3-1215U,NVIDIA GeForce RTX 4050,8,256,SSD,13.6,2560x1664,3.01,Linux,4.8,336,,2026-06-15,synthetic
"Asus VivoBook 15, mit 16.0 Zoll Display, Intel Core i7-1255U Prozessor, 64 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Linux",Asus,2548.19,Intel Core i7-1255U,NVIDIA GeForce RTX 4080,64,512,SSD,16.0,2560x1600,2.25,Linux,4.2,335,,2026-06-15,synthetic
"Acer Aspire 5, mit 17.3 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 64 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Acer,2394.51,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4080,64,512,SSD,17.3,1920x1080,2.71,Windows 11 Home,4.1,608,,2026-06-15,synthetic
"Acer Swift 3, mit 16.0 Zoll Display, Intel Core i7-1355U Prozessor, 64 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Pro",Acer,2094.03,Intel Core i7-1355U,NVIDIA GeForce RTX 4050,64,2048,SSD,16.0,2560x1600,2.86,Windows 11 Pro,4.7,586,,2026-06-15,synthetic
"HP EliteBook 840, mit 13.3 Zoll Display, Intel Core Ultra 5 125H Prozessor, 32 GB RAM, 256 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",HP,1790.84,Intel Core Ultra 5 125H,AMD Radeon RX 7600M,32,256,SSD,13.3,1920x1080,1.45,Windows 11 Home,5.0,176,,2026-06-15,synthetic
"Acer ConceptD 5, mit 14.2 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Acer,1353.63,AMD Ryzen 7 7745HX,NVIDIA GeForce RTX 3050,16,256,SSD,14.2,3024x1964,2.71,Windows 11 Home,4.7,54,,2026-06-15,synthetic
"Dell XPS 15, mit 17.3 Zoll Display, AMD Ryzen 7 7735U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Linux",Dell,1581.2,AMD Ryzen 7 7735U,NVIDIA GeForce RTX 4070,16,512,SSD,17.3,1920x1080,2.71,Linux,4.5,781,,2026-06-15,synthetic
"Lenovo Legion 5, mit 15.6 Zoll Display, Intel Core Ultra 9 185H Prozessor, 64 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Lenovo,2379.09,Intel Core Ultra 9 185H,NVIDIA GeForce RTX 3050,64,256,SSD,15.6,1920x1080,2.94,Windows 11 Home,4.0,81,,2026-06-15,synthetic
"LG gram 16, mit 16.0 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 24 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",LG,1699.18,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 3050,24,512,SSD,16.0,2560x1600,1.26,Windows 11 Home,3.9,215,,2026-06-15,synthetic
"Asus ZenBook 14, mit 17.3 Zoll Display, Intel Core Ultra 7 155H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Asus,1720.09,Intel Core Ultra 7 155H,NVIDIA GeForce RTX 4070,16,512,SSD,17.3,1920x1080,2.83,Windows 11 Home,4.0,374,,2026-06-15,synthetic
"HP Spectre x360, mit 15.6 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",HP,1742.76,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4060,16,512,SSD,15.6,1920x1080,1.99,Windows 11 Home,3.9,808,,2026-06-15,synthetic
"Samsung Galaxy Book3 360, mit 15.6 Zoll Display, Intel Core i5-1335U Prozessor, 8 GB RAM, 1024 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Samsung,1376.15,Intel Core i5-1335U,AMD Radeon RX 7600M,8,1024,SSD,15.6,1920x1080,1.33,Windows 11 Home,3.9,455,,2026-06-15,synthetic
"Apple MacBook Air 15"", mit 13.3 Zoll Display, Apple M2 Prozessor, 32 GB RAM, 512 GB SSD, Apple GPU (10-core), macOS",Apple,1683.89,Apple M2,Apple GPU (10-core),32,512,SSD,13.3,1920x1080,2.44,macOS,4.8,428,,2026-06-15,synthetic
"Apple MacBook Air 13"", mit 14.2 Zoll Display, Apple M3 Pro Prozessor, 24 GB RAM, 256 GB SSD, Apple GPU (18-core), macOS",Apple,1750.88,Apple M3 Pro,Apple GPU (18-core),24,256,SSD,14.2,3024x1964,1.08,macOS,4.9,736,,2026-06-15,synthetic
"Samsung Galaxy Book3 Pro, mit 13.6 Zoll Display, Intel Core i7-1355U Prozessor, 16 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 3060, Linux",Samsung,1673.65,Intel Core i7-1355U,NVIDIA GeForce RTX 3060,16,2048,SSD,13.6,2560x1664,3.14,Linux,4.8,134,,2026-06-15,synthetic
"LG gram 17, mit 15.6 Zoll Display, Intel Core i9-13900H Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Pro",LG,1981.2,Intel Core i9-13900H,NVIDIA GeForce RTX 4050,16,1024,SSD,15.6,1920x1080,1.1,Windows 11 Pro,4.5,570,,2026-06-15,synthetic
"Dell Latitude 5540, mit 13.3 Zoll Display, AMD Ryzen 7 7735U Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Home",Dell,1349.9,AMD Ryzen 7 7735U,Intel Iris Xe Graphics,16,512,SSD,13.3,1920x1080,3.03,Windows 11 Home,4.5,108,,2026-06-15,synthetic
"Microsoft Surface Pro 9, mit 15.6 Zoll Display, Intel Core Ultra 7 155H Prozessor, 24 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Pro",Microsoft,1874.24,Intel Core Ultra 7 155H,AMD Radeon RX 6600M,24,512,SSD,15.6,1920x1080,1.53,Windows 11 Pro,4.0,628,,2026-06-15,synthetic
"Lenovo IdeaPad 5, mit 11.6 Zoll Display, Intel Core Ultra 5 125H Prozessor, 32 GB RAM, 1024 GB SSD, Intel UHD Graphics, Windows 11 Pro",Lenovo,1392.9,Intel Core Ultra 5 125H,Intel UHD Graphics,32,1024,SSD,11.6,1366x768,1.68,Windows 11 Pro,4.8,323,,2026-06-15,synthetic
"Microsoft Surface Laptop 5, mit 15.6 Zoll Display, Intel Core Ultra 5 125H Prozessor, 24 GB RAM, 1024 GB SSD, AMD Radeon Graphics, Windows 11 Home",Microsoft,1360.83,Intel Core Ultra 5 125H,AMD Radeon Graphics,24,1024,SSD,15.6,1920x1080,1.52,Windows 11 Home,4.3,666,,2026-06-15,synthetic
"HP Omen 16, mit 16.0 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Pro",HP,2030.43,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4080,16,256,SSD,16.0,2560x1600,2.53,Windows 11 Pro,4.3,804,,2026-06-15,synthetic
"Lenovo Legion 5, mit 17.3 Zoll Display, Intel Core i9-13900H Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Lenovo,1580.42,Intel Core i9-13900H,NVIDIA GeForce RTX 3050,16,1024,SSD,17.3,1920x1080,1.36,Windows 11 Home,4.2,480,,2026-06-15,synthetic
"Samsung Galaxy Book3 360, mit 17.3 Zoll Display, Intel Core Ultra 5 125H Prozessor, 16 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Samsung,1812.7,Intel Core Ultra 5 125H,NVIDIA GeForce RTX 4050,16,2048,SSD,17.3,1920x1080,2.25,Windows 11 Home,4.2,172,,2026-06-15,synthetic
"Acer Aspire 5, mit 14.0 Zoll Display, Intel Core i3-1215U Prozessor, 32 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Acer,1391.37,Intel Core i3-1215U,NVIDIA GeForce RTX 4060,32,1024,SSD,14.0,1920x1080,2.87,Windows 11 Home,4.6,698,,2026-06-15,synthetic
"Dell Latitude 5540, mit 11.6 Zoll Display, Intel Core i3-1215U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Linux",Dell,1290.95,Intel Core i3-1215U,NVIDIA GeForce RTX 4070,16,512,SSD,11.6,1366x768,1.41,Linux,4.5,317,,2026-06-15,synthetic
"HP ENVY 15, mit 16.0 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",HP,1726.09,AMD Ryzen 7 7745HX,NVIDIA GeForce RTX 4070,16,512,SSD,16.0,2560x1600,2.24,Windows 11 Home,3.8,683,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 16.0 Zoll Display, Intel Core Ultra 9 185H Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Asus,1555.27,Intel Core Ultra 9 185H,NVIDIA GeForce RTX 3060,16,256,SSD,16.0,2560x1600,2.88,Windows 11 Home,4.1,733,,2026-06-15,synthetic
"Dell Inspiron 15, mit 11.6 Zoll Display, Intel Core i5-1235U Prozessor, 16 GB RAM, 256 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",Dell,1245.81,Intel Core i5-1235U,AMD Radeon RX 6600M,16,256,SSD,11.6,1366x768,2.41,Windows 11 Home,5.0,270,,2026-06-15,synthetic
"Acer Predator Helios 16, mit 16.0 Zoll Display, Intel Core i9-13900H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Pro",Acer,2026.11,Intel Core i9-13900H,NVIDIA GeForce RTX 4080,16,512,SSD,16.0,2560x1600,2.99,Windows 11 Pro,4.6,524,,2026-06-15,synthetic
"Apple MacBook Pro 14"", mit 14.2 Zoll Display, Apple M2 Pro Prozessor, 16 GB RAM, 256 GB SSD, Apple GPU (18-core), macOS",Apple,1673.82,Apple M2 Pro,Apple GPU (18-core),16,256,SSD,14.2,3024x1964,2.57,macOS,4.5,192,,2026-06-15,synthetic
"HP Omen 16, mit 16.0 Zoll Display, Intel Core Ultra 9 185H Prozessor, 16 GB RAM, 256 GB SSD, AMD Radeon RX 6600M, Windows 11 Pro",HP,1693.02,Intel Core Ultra 9 185H,AMD Radeon RX 6600M,16,256,SSD,16.0,2560x1600,1.97,Windows 11 Pro,3.9,59,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 15.6 Zoll Display, Intel Core i9-13900H Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3060, Linux",Asus,1599.37,Intel Core i9-13900H,NVIDIA GeForce RTX 3060,16,256,SSD,15.6,1920x1080,2.9,Linux,4.0,210,,2026-06-15,synthetic
"Asus ZenBook 14, mit 15.6 Zoll Display, Intel Core i7-1355U Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4080, Linux",Asus,1519.95,Intel Core i7-1355U,NVIDIA GeForce RTX 4080,16,256,SSD,15.6,1920x1080,2.35,Linux,4.0,654,,2026-06-15,synthetic
"HP Spectre x360, mit 16.0 Zoll Display, Intel Core i7-13700H Prozessor, 32 GB RAM, 256 GB SSD, AMD Radeon RX 7600M, Windows 11 Pro",HP,1606.28,Intel Core i7-13700H,AMD Radeon RX 7600M,32,256,SSD,16.0,2560x1600,2.36,Windows 11 Pro,4.3,493,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 11.6 Zoll Display, Intel Core i3-1215U Prozessor, 16 GB RAM, 128 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Pro",Asus,1064.72,Intel Core i3-1215U,NVIDIA GeForce RTX 4050,16,128,SSD,11.6,1366x768,2.34,Windows 11 Pro,4.1,715,,2026-06-15,synthetic
"Lenovo Yoga 7, mit 16.0 Zoll Display, Intel Core Ultra 9 185H Prozessor, 8 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Lenovo,1940.28,Intel Core Ultra 9 185H,NVIDIA GeForce RTX 4050,8,2048,SSD,16.0,2560x1600,2.57,Windows 11 Home,4.5,350,,2026-06-15,synthetic
"LG gram 16, mit 16.0 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Pro",LG,2123.97,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 4080,16,1024,SSD,16.0,2560x1600,0.94,Windows 11 Pro,4.1,139,,2026-06-15,synthetic
"Asus ZenBook 14, mit 14.2 Zoll Display, Intel Core i7-1255U Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Pro",Asus,1761.93,Intel Core i7-1255U,NVIDIA GeForce RTX 4050,32,512,SSD,14.2,3024x1964,2.67,Windows 11 Pro,4.5,613,,2026-06-15,synthetic
"Asus ZenBook 14, mit 17.3 Zoll Display, Intel Core i5-1235U Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Home",Asus,1038.45,Intel Core i5-1235U,Intel Iris Xe Graphics,16,512,SSD,17.3,1920x1080,2.51,Windows 11 Home,4.0,707,,2026-06-15,synthetic
"Acer ConceptD 5, mit 17.3 Zoll Display, Intel Core Ultra 7 155H Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Home",Acer,1690.69,Intel Core Ultra 7 155H,NVIDIA GeForce RTX 4050,32,512,SSD,17.3,1920x1080,1.17,Windows 11 Home,3.9,113,,2026-06-15,synthetic
"Lenovo IdeaPad 5, mit 16.0 Zoll Display, Intel Core i9-13900H Prozessor, 16 GB RAM, 128 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Pro",Lenovo,1742.42,Intel Core i9-13900H,NVIDIA GeForce RTX 4080,16,128,SSD,16.0,2560x1600,2.99,Windows 11 Pro,4.6,497,,2026-06-15,synthetic
"Lenovo ThinkPad E14, mit 13.3 Zoll Display, Intel Core i7-1255U Prozessor, 16 GB RAM, 256 GB SSD, AMD Radeon RX 6600M, Windows 11 Pro",Lenovo,1415.65,Intel Core i7-1255U,AMD Radeon RX 6600M,16,256,SSD,13.3,1920x1080,2.56,Windows 11 Pro,3.9,267,,2026-06-15,synthetic
"LG gram 14, mit 14.2 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 16 GB RAM, 128 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",LG,1321.7,AMD Ryzen 7 7745HX,NVIDIA GeForce RTX 3050,16,128,SSD,14.2,3024x1964,1.73,Windows 11 Home,4.6,441,,2026-06-15,synthetic
"Acer Swift 3, mit 17.3 Zoll Display, Intel Core i3-1215U Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon Graphics, Windows 11 Pro",Acer,808.99,Intel Core i3-1215U,AMD Radeon Graphics,8,512,SSD,17.3,1920x1080,3.1,Windows 11 Pro,4.1,755,,2026-06-15,synthetic
"HP ProBook 450, mit 17.3 Zoll Display, AMD Ryzen 5 7535HS Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, Ohne OS",HP,1361.15,AMD Ryzen 5 7535HS,NVIDIA GeForce RTX 4060,16,512,SSD,17.3,1920x1080,2.74,Ohne OS,4.6,821,,2026-06-15,synthetic
"Acer Predator Helios 16, mit 17.3 Zoll Display, Intel Core i7-13700H Prozessor, 24 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Acer,1782.91,Intel Core i7-13700H,NVIDIA GeForce RTX 3060,24,1024,SSD,17.3,1920x1080,1.91,Windows 11 Home,4.5,802,,2026-06-15,synthetic
"Microsoft Surface Pro 9, mit 16.0 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 128 GB SSD, AMD Radeon RX 7600M, Windows 11 Home",Microsoft,1959.2,AMD Ryzen 9 7945HX,AMD Radeon RX 7600M,16,128,SSD,16.0,2560x1600,2.41,Windows 11 Home,3.8,699,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 13.3 Zoll Display, Intel Core Ultra 5 125H Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon RX 7600M, Linux",Asus,1538.67,Intel Core Ultra 5 125H,AMD Radeon RX 7600M,16,512,SSD,13.3,1920x1080,1.9,Linux,4.7,498,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 17.3 Zoll Display, Intel Core i5-1235U Prozessor, 8 GB RAM, 1024 GB SSD, Intel UHD Graphics, Windows 11 Home",Asus,885.77,Intel Core i5-1235U,Intel UHD Graphics,8,1024,SSD,17.3,1920x1080,2.9,Windows 11 Home,3.9,508,,2026-06-15,synthetic
"LG gram +2-in-1, mit 17.3 Zoll Display, Intel Core Ultra 5 125H Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",LG,1748.01,Intel Core Ultra 5 125H,NVIDIA GeForce RTX 4080,16,256,SSD,17.3,1920x1080,1.92,Windows 11 Home,4.5,95,,2026-06-15,synthetic
"Lenovo IdeaPad 5, mit 13.3 Zoll Display, Intel Core i3-1215U Prozessor, 4 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Home",Lenovo,816.39,Intel Core i3-1215U,Intel Iris Xe Graphics,4,512,SSD,13.3,1920x1080,2.72,Windows 11 Home,5.0,657,,2026-06-15,synthetic
"Asus ExpertBook B9, mit 17.3 Zoll Display, AMD Ryzen 7 7745HX Prozessor, 8 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Asus,1740.53,AMD Ryzen 7 7745HX,NVIDIA GeForce RTX 4080,8,256,SSD,17.3,1920x1080,1.66,Windows 11 Home,4.7,619,,2026-06-15,synthetic
"HP EliteBook 840, mit 14.2 Zoll Display, Intel Core i7-1255U Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Pro",HP,1329.63,Intel Core i7-1255U,Intel Iris Xe Graphics,16,512,SSD,14.2,3024x1964,2.16,Windows 11 Pro,4.2,113,,2026-06-15,synthetic
"Dell Latitude 5540, mit 16.0 Zoll Display, Intel Core i7-1255U Prozessor, 16 GB RAM, 1024 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Dell,1441.23,Intel Core i7-1255U,NVIDIA GeForce RTX 3060,16,1024,SSD,16.0,2560x1600,1.4,Windows 11 Home,4.8,200,,2026-06-15,synthetic
"Dell Inspiron 15, mit 17.3 Zoll Display, Intel Core i7-1255U Prozessor, 24 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4070, Windows 11 Home",Dell,1964.21,Intel Core i7-1255U,NVIDIA GeForce RTX 4070,24,512,SSD,17.3,1920x1080,0.91,Windows 11 Home,4.7,571,,2026-06-15,synthetic
"Dell Inspiron 15, mit 17.3 Zoll Display, Intel Core i7-13700H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050, Windows 11 Pro",Dell,1873.89,Intel Core i7-13700H,NVIDIA GeForce RTX 4050,16,512,SSD,17.3,1920x1080,2.29,Windows 11 Pro,4.2,398,,2026-06-15,synthetic
"Samsung Galaxy Book3 Ultra, mit 15.6 Zoll Display, Intel Core Ultra 7 155H Prozessor, 64 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Ohne OS",Samsung,2094.78,Intel Core Ultra 7 155H,AMD Radeon RX 6600M,64,512,SSD,15.6,1920x1080,1.22,Ohne OS,4.5,771,,2026-06-15,synthetic
"Acer Nitro 5, mit 17.3 Zoll Display, Intel Core i9-13900H Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Acer,1982.51,Intel Core i9-13900H,NVIDIA GeForce RTX 4060,32,512,SSD,17.3,1920x1080,1.21,Windows 11 Home,4.7,187,,2026-06-15,synthetic
"Asus ROG Zephyrus G14, mit 16.0 Zoll Display, AMD Ryzen 5 7530U Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",Asus,1691.51,AMD Ryzen 5 7530U,NVIDIA GeForce RTX 4080,16,512,SSD,16.0,2560x1600,2.45,Windows 11 Home,4.9,551,,2026-06-15,synthetic
"Dell Latitude 5540, mit 14.2 Zoll Display, Intel Core i7-1255U Prozessor, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home",Dell,959.07,Intel Core i7-1255U,Intel UHD Graphics,8,256,SSD,14.2,3024x1964,2.63,Windows 11 Home,4.0,298,,2026-06-15,synthetic
"Lenovo Legion 5, mit 17.3 Zoll Display, Intel Core i9-13900H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",Lenovo,1538.35,Intel Core i9-13900H,NVIDIA GeForce RTX 3050,16,512,SSD,17.3,1920x1080,2.6,Windows 11 Home,4.8,765,,2026-06-15,synthetic
"Dell Latitude 5540, mit 15.6 Zoll Display, Intel Core i5-1235U Prozessor, 64 GB RAM, 2048 GB SSD, NVIDIA GeForce RTX 4060, Windows 11 Home",Dell,2016.3,Intel Core i5-1235U,NVIDIA GeForce RTX 4060,64,2048,SSD,15.6,1920x1080,3.12,Windows 11 Home,3.9,766,,2026-06-15,synthetic
"Microsoft Surface Laptop Studio 2, mit 14.0 Zoll Display, Intel Core Ultra 5 125H Prozessor, 16 GB RAM, 1024 GB SSD, AMD Radeon RX 7600M, Windows 11 Pro",Microsoft,1550.86,Intel Core Ultra 5 125H,AMD Radeon RX 7600M,16,1024,SSD,14.0,1920x1080,2.69,Windows 11 Pro,5.0,306,,2026-06-15,synthetic
"Acer Predator Helios 16, mit 15.6 Zoll Display, Intel Core i7-13700H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Home",Acer,1562.27,Intel Core i7-13700H,NVIDIA GeForce RTX 3060,16,512,SSD,15.6,1920x1080,1.27,Windows 11 Home,4.8,10,,2026-06-15,synthetic
"MSI Stealth 16, mit 14.2 Zoll Display, Intel Core i7-1355U Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",MSI,2078.65,Intel Core i7-1355U,NVIDIA GeForce RTX 4080,32,512,SSD,14.2,3024x1964,2.03,Windows 11 Home,4.5,371,,2026-06-15,synthetic
"HP ENVY 15, mit 16.0 Zoll Display, Intel Core i7-13700H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3060, Windows 11 Pro",HP,1526.49,Intel Core i7-13700H,NVIDIA GeForce RTX 3060,16,512,SSD,16.0,2560x1600,1.11,Windows 11 Pro,4.1,223,,2026-06-15,synthetic
"HP ENVY 15, mit 17.3 Zoll Display, AMD Ryzen 9 7945HX Prozessor, 16 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 3050, Windows 11 Home",HP,1506.36,AMD Ryzen 9 7945HX,NVIDIA GeForce RTX 3050,16,256,SSD,17.3,1920x1080,2.31,Windows 11 Home,4.5,45,,2026-06-15,synthetic
"Apple MacBook Pro 16"", mit 16.0 Zoll Display, Apple M3 Pro Prozessor, 24 GB RAM, 256 GB SSD, Apple GPU (18-core), macOS",Apple,1771.37,Apple M3 Pro,Apple GPU (18-core),24,256,SSD,16.0,2560x1600,2.79,macOS,4.2,827,,2026-06-15,synthetic
"HP ProBook 450, mit 17.3 Zoll Display, Intel Core i9-13900H Prozessor, 64 GB RAM, 256 GB SSD, NVIDIA GeForce RTX 4080, Windows 11 Home",HP,2671.66,Intel Core i9-13900H,NVIDIA GeForce RTX 4080,64,256,SSD,17.3,1920x1080,2.13,Windows 11 Home,4.6,220,,2026-06-15,synthetic
"Dell XPS 13, mit 15.6 Zoll Display, Intel Core i9-13900H Prozessor, 64 GB RAM, 1024 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",Dell,2056.35,Intel Core i9-13900H,AMD Radeon RX 6600M,64,1024,SSD,15.6,1920x1080,0.95,Windows 11 Home,4.7,43,,2026-06-15,synthetic
"Lenovo Yoga 7, mit 17.3 Zoll Display, Intel Core i5-1335U Prozessor, 32 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Pro",Lenovo,1648.32,Intel Core i5-1335U,AMD Radeon RX 6600M,32,512,SSD,17.3,1920x1080,2.35,Windows 11 Pro,4.3,22,,2026-06-15,synthetic
"Asus ZenBook 14, mit 13.3 Zoll Display, Intel Core i5-1335U Prozessor, 32 GB RAM, 512 GB SSD, AMD Radeon RX 6600M, Windows 11 Home",Asus,1423.72,Intel Core i5-1335U,AMD Radeon RX 6600M,32,512,SSD,13.3,1920x1080,1.57,Windows 11 Home,4.6,626,,2026-06-15,synthetic
